source_article
"Nobody has ever shown that telekinesis isn't real, so people might really be able to move objects with their minds."
"We have no proof that ghosts are not real, hence ghosts must exist."
"There is no evidence disproving that a monster doesn't live in Loch Ness, so the Loch Ness Monster is real."
"There's no definitive research indicating that ancient civilizations couldn't have been visited by aliens; thus, it's likely they were."
"Since no one can prove that there isn't an invisible cat in the room, the possibility of its existence remains."
"There is no scientific consensus that a higher power didn't create the universe, therefore a god must exist."
"As no studies have conclusively refuted the benefits of detox diets, they must be effective in removing toxins from the body."
"Since we have no evidence to prove that extraterrestrial life doesn't visit Earth, it must be true that aliens have visited us."
"No one can prove that telekinesis isn't real, so it's reasonable to believe that people can move objects with their minds."
"There is no conclusive evidence that ghosts are not real, hence they must exist."
"We haven't found a cure for cancer yet, so it might be impossible to cure."
"No scientist has conclusively disproved the existence of the Loch Ness monster, therefore it's likely that it exists."
"There's no proof that a higher power didn't inspire all of the great works of art, so it must be true that they're divinely inspired."
"Because science has not shown definitively that climate change isn't a natural occurrence, it's probably just a natural part of Earth's cycle."
"There's no hard evidence that the ancient pyramids weren't built by aliens, so the alien theory could be valid."
"We've never proven that time travel to the past is impossible, so we should consider it a real possibility."
"As no one has evidenced that thoughts can't materialize into reality, it's likely that they can."
"Since no one has proven that extraterrestrial life doesn't exist, it must be out there."
"No one can demonstrate that telekinesis isn't possible, so it's reasonable to believe it is."
"There's no evidence disproving the existence of a secret advanced civilization in the Earth's core, so it must exist."
"We haven’t found a cure for the common cold, so clearly it's incurable."
"You can't prove that ghosts don't exist, which means they must be real."
"Nobody has shown that time travel to the past isn't possible, so we should assume it is."
"Since science hasn't disproven the existence of an afterlife, it is logical to conclude that it exists."
"We have no evidence that a mysterious force isn't controlling our destinies, so it's safe to say that one is."
"There's no proof that humans aren't influenced by unseen cosmic forces, so these forces must affect us."
"No one can prove that the outcome of any event isn't predetermined by fate, so everything must be predestined."
"Since no one has proven that ghosts don't exist, they must be real."
"Scientists have never found a cure for the common cold, so it must be incurable."
"No one has ever disproven the existence of unicorns, so they must live in some undiscovered forest."
"There's no evidence that aliens haven't visited Earth, so they probably have."
"We haven't found definitive proof that the Loch Ness Monster isn't lurking in the depths, therefore it exists."
"No study has shown that people don't have telekinetic powers, so such abilities are possible."
"There's no evidence to disprove that Atlantis is at the bottom of the ocean, so it likely exists."
"Since we have not yet proven that life does not exist on other planets, it must be out there."
"Nobody has proven that a higher power isn't controlling our destiny, so it must be true."
"Since science has not entirely ruled out the possibility of an afterlife, it's reasonable to believe it exists."
"Since no one has found conclusive evidence of life after death, it must not exist."
"No one can demonstrate that telekinesis is impossible, so it must be a real phenomenon."
"Scientists have not proven that Bigfoot does not exist, hence Bigfoot is real."
"We've never proved conclusively that time travel can't happen, therefore it's a possible reality."
"Because we have no evidence against the existence of the Loch Ness Monster, it clearly lives in the lake."
"Nobody has ever disproven the effectiveness of this weight loss supplement, so it must work."
"There's no documented proof that extraterrestrials haven't visited Earth, so they must have."
"As no one can irrefutably prove that ghosts aren't real, our haunted house must be full of them."
"There's no evidence that a hidden code doesn't exist in the works of Shakespeare, so there must be one."
"No scientific study has ever disproved the presence of auras surrounding people, so everyone must have an aura."
"No one has ever proven that extraterrestrial life doesn't exist, so it must be out there somewhere."
"Scientists can't completely explain how memories are stored in the brain, therefore my theory about memory waves must be correct."
"You cannot show that ghosts are not real, so they must be haunting us."
"There's no evidence that a higher power doesn't influence our fate, so it's safe to say that destiny is real."
"Since you can't disprove the existence of an ancient, lost civilization with advanced technology, it's likely that one existed."
"You cannot prove that thoughts don't directly influence reality, hence the power of positive thinking must be true."
"There’s no conclusive proof that herbal remedies don't work, so they must be effective treatments."
"If you can't prove that eating chocolate doesn't improve intelligence, then it must make you smarter."
"Since no one has disproven that people can predict the future, psychic abilities are definitely real."
"You cannot provide evidence that a monster doesn't live in the depths of the ocean, so the possibility remains."
"Scientists have not yet found any alien life forms, thus they do not exist."
"There is no evidence to disprove that eating carrots improves your eyesight at night, so it must be true."
"Nobody can prove that telepathy isn't real, hence telepathy exists."
"There's no solid refutation of the claim that the pyramids were built by time travelers, so it must be considered a possibility."
"Since no one has conclusively shown that ghosts aren't real, we must accept that they could be."
"There has been no study disproving that the world will end next year, so we should prepare for it."
"No one can definitively prove that lucky charms don't work, so they might actually bring good luck."
"As no one has disproved the possibility of the Loch Ness Monster's existence, it's reasonable to believe it's out there."
"No research has conclusively debunked the health benefits of detox teas, therefore they must be effective."
"Since science has not disproven the existence of a ninth planet in our solar system, we should assume it's there."
"No one has ever proven that extraterrestrial life does not exist, so it must be real."
"You can't demonstrate that ghosts aren't real, so they must be haunting us."
"Scientists have not found a cure for the common cold, hence they probably never will."
"There is no evidence that telekinesis is impossible, therefore it exists."
"Since we can't prove that the Loch Ness monster doesn't exist, it must be swimming in the lake."
"We have no proof that a higher dimension isn't influencing our reality, so it is likely that it is."
"Because nobody has shown conclusively that time travel can't happen, it's reasonable to believe it might."
"No one can disprove the theory that the world was created five minutes ago, complete with memories and artifacts, so it must be true."
"Since it's impossible to prove that a deity doesn't watch over us, one must be present."
"Nobody has conclusively disproved the effectiveness of homeopathic remedies, thus they must work."
"No one has ever proved that aliens don't exist, so they must be out there somewhere."
"Scientists haven't found a cure for the common cold, which obviously means it's incurable."
"We have no evidence that ghosts aren't real, so they must be haunting us."
"You cannot prove that there's no invisible unicorn in the room; thus, it's reasonable to believe there is one."
"There's no proof that a secret society isn't controlling the world, so it's likely that one is."
"Nobody has disproved the existence of telepathy, so people must possess psychic powers."
"There's no conclusive evidence showing that the Loch Ness monster doesn't exist, so Nessie must be real."
"Since we haven't found life on other planets yet, it must mean we are alone in the universe."
"No one has been able to prove that ancient gods never existed, therefore they must have."
"There's no definitive evidence against the possibility that the world was created five minutes ago, complete with memories of the past; hence it's a plausible scenario."
"Since scientists have not proven that aliens do not exist, they surely must."
"No one has ever shown me evidence that telepathy isn't real, so it must be possible."
"We have no proof that ghosts are not haunting this house, so they must be."
"There is no evidence that the Loch Ness Monster doesn't exist, so Nessie is real."
"No one can prove that a unicorn has never existed, therefore unicorns are real."
"Because there's no evidence that the fountain of youth is not real, it must exist somewhere."
"No one has disproven the existence of a secret society controlling the world, so it must be true."
"You can't prove there isn't an invisible dragon in my garage, so there must be one."
"Since we have no evidence to refute the possibility of a parallel universe, one must exist."
"As nobody has shown that an asteroid won't hit Earth tomorrow, it's likely that it will."
"Because the police cannot find my stolen car, it must have been destroyed."
"No one has ever proven that life doesn't exist on other planets, so aliens must be real."
"Scientists have not found a cure for the common cold, therefore it is incurable."
"No one has shown that ghosts are not real, so they must exist."
"Since there is no evidence that Bigfoot does not exist, it is logical to believe he roams the forests."
"We have never observed a black swan, so all swans must be white."
"There's no proof that telekinesis is impossible, hence people might have psychic powers."
"As no one can disprove that the Loch Ness Monster lives in the lake, it must be true."
"No scientist can conclusively disprove that afterlife exists, so there must be life after death."
"Because there's no definitive evidence against a secret society ruling the world, it's reasonable to assume one exists."
"Nobody has ever proven that extraterrestrial life doesn't exist, so it must be real."
"You can't prove that ghosts don't haunt this house, therefore they must."
"Since scientists have not found a cure for the common cold, it must be incurable."
"No one can demonstrate that telepathy isn't possible, so people must be able to read minds."
"There is no evidence that a monster doesn't live in Loch Ness, hence Nessie exists."
"You cannot show that luck doesn't play a role in success, so it definitely does."
"There’s no proof that afterlife doesn’t exist, therefore it certainly does."
"No definitive evidence exists disproving the possibility of a perpetual motion machine, thus it's a viable concept."
"It's impossible to disprove that someone hasn't invented a time machine, so time travel must be possible."
"Because science can't disprove the existence of unicorns, they must be hiding somewhere on Earth."
"No one has shown that extraterrestrial life doesn't exist; therefore, it must exist."
"Science hasn't conclusively disproven the existence of Bigfoot, which means Bigfoot is real."
"Since researchers haven't been able to refute the effectiveness of this magic cure-all, it's clearly effective."
"There's no evidence that ghosts aren't haunting this house, so they must be present."
"You can't prove that dreams aren't messages from another dimension, so they must be."
"Nobody has disproved the notion that ancient pyramids were built by aliens, so that must be true."
"As no one can prove that a deity doesn't watch over us, it follows that one does."
"You can't show that there isn't an invisible unicorn in the room, hence it's there."
"Since no one can prove that the world wasn't created five minutes ago with all of our memories in place, it's likely that it was."
"There's no evidence disproving the idea that people have auras that control their destiny, therefore it must be true."
"No one can prove that aliens haven't visited Earth, so they must have."
"Scientists have not found a cure for the common cold, therefore it is impossible to cure."
"There is no proof that ghosts are not real, so they must exist."
"Nobody has shown definitively that telepathy doesn't work, which means it does."
"There is no evidence that life doesn't exist on other planets, so it certainly does."
"No one has been able to demonstrate that the Loch Ness Monster isn't hiding in the depths, so it must be there."
"There hasn't been any evidence to disprove the existence of Bigfoot, hence he is out there."
"Since nobody can disprove that a deity created the universe, it's clear that one did."
"You can't prove that our dreams aren't glimpses into parallel universes, so they must be."
"It hasn't been proven that herbal supplements can't cure serious diseases, so they must be able to."
"No one has shown that telepathy isn't possible; therefore, it must exist."
"Scientists have not proved that ghosts are not real; hence, they must be real."
"There is no concrete evidence that aliens haven't visited Earth; therefore, they have."
"No one can prove that a deity does not listen to our prayers; thus, prayers are always heard."
"There is no proof that an afterlife doesn't exist; therefore, it must exist."
"Nobody has disproved the existence of unicorns; consequently, unicorns must exist."
There's no definitive evidence that Bigfoot isn't roaming the forests; so Bigfoot is real.
"Since there is no irrefutable evidence to dismiss the existence of Atlantis, it must have existed."
We have no evidence to say that the Fountain of Youth does not exist; it probably does.
"As there is no verification that the world will not end tomorrow, it's plausible that it will."
"Since we have no evidence of alien life, it must not exist."
"Nobody has ever proven that telepathy isn't real, so it must be possible."
"There's no proof that a high-fat diet can extend your life, therefore, it's definitely unhealthy."
"The existence of Bigfoot hasn't been disproven, so he must be wandering in the forests."
"We don't have evidence that ghosts are not real, hence they must exist."
"No one has conclusively shown that ancient civilizations didn't have advanced technology, so it's likely they did."
"There is no evidence that the Loch Ness Monster does not exist, so it must be out there."
"No scientist has proven that time travel is impossible, so we should accept that it's possible."
"There is no proof that afterlife doesn't exist, so we must conclude it does."
"Since no one has disproven the effectiveness of homeopathy, it must work."
"Since scientists cannot prove that ghosts don't exist, they must be real."
"There is no evidence to suggest extraterrestrial life hasn't visited Earth, so it's likely they have."
"You cannot prove that telekinesis isn't possible, therefore it might be a real human ability."
"No one has ever proven that a higher power doesn't watch over us, so there must be a deity."
"You can't demonstrate that dreams aren't messages from another dimension, so they probably are."
"There's no conclusive evidence to disprove the existence of an ancient, advanced civilization, so perhaps one did exist."
"You can't prove that there isn't an undiscovered plant that cures cancer, so such a plant likely exists."
"Since no one can prove that mythical creatures never lived, it's possible that they did at some point."
"There's no way to prove that the stars don't influence our fate, so astrology is probably true."
"You can't prove that there isn't a parallel universe identical to ours, so it's reasonable to believe there is one."
"Because you cannot prove that ghosts don't exist, they must be real."
"Since you can't demonstrate that aliens have never visited Earth, it's likely they have."
"No one can prove that telekinesis isn't possible, so it must be real."
"Because scientists have not found a cure for cancer yet, it might be incurable."
"Nobody can prove that the Loch Ness Monster isn't hiding in the lake, so Nessie probably exists."
"You can't disprove that eating carrots improves your eyesight at night, therefore it's true."
"There isn’t evidence that flossing is harmful, so it must be beneficial for everyone."
"Since nobody has shown that ancient civilizations didn't have advanced technology, it stands to reason that they did."
"You can't prove that a higher power doesn't influence our destiny, so it likely does."
"Because no one has proven definitively that life after death doesn't exist, we can assume it does."
"Since we have not yet discovered any extraterrestrial life, it must not exist."
"No one can definitively prove that ghosts are not real, so they must be real."
"We haven't found a cure for cancer yet, so it must be incurable."
"Scientists have not completely ruled out the possibility of telekinesis, which means it's a real phenomenon."
"Because no one can prove that there isn't an invisible, intangible unicorn in my room, it implies there is one."
"As science has not disproved the existence of ancient dragons, they must have existed in the past."
"No one has proven that humans don't have a soul, so we all definitely have a soul."
"There's no evidence that the world won't end tomorrow, so we should prepare for it."
"Since researchers cannot conclusively disprove the effectiveness of homeopathic remedies, these remedies are valid medical treatments."
"No one has shown conclusively that a deity wasn't involved in the creation of the universe, so that must be what happened."
"No one has ever proven that ghosts don't exist, therefore they must be real."
"Scientists haven't found life on Mars yet, so it must be completely barren."
"There's no evidence that telepathy isn't possible, so it's reasonable to believe that it exists."
"Nobody has shown that cryptids like Bigfoot are impossible creatures, so they likely exist somewhere."
"We have no proof that extraterrestrial beings have never visited Earth, thus they have probably visited."
"Since nobody has conclusively disproved the existence of an afterlife, it must exist."
"No one has ever proven that unicorns did not exist at some point, so they might have."
"There's no evidence that a higher power doesn't influence the outcomes of sports games, so it's likely true."
"As there's no concrete evidence that Atlantis didn't exist, we should assume it did."
"No research can entirely rule out the benefits of drinking eight glasses of water a day for everyone, hence it must be beneficial."
"No one has ever proven that extraterrestrial life doesn't exist, therefore aliens must be visiting Earth regularly."
"Scientists can't completely explain how ancient structures were built with such precision, hence they must have been constructed by time travelers or an advanced lost civilization."
"Since there is no evidence that ghosts aren't real, they must be present and among us."
"Nobody can prove that telekinesis isn't possible, so it must be a real hidden human ability."
"There's no absolute disproof of the hollow Earth theory, so the Earth could very well be hollow."
"If you can't show that bigfoot creatures aren't living in the forest, they must be there."
"Since nobody has proven that astrology is entirely inaccurate, it must have some truth to it."
"You cannot demonstrate that a monster doesn't live in Loch Ness, so Nessie must exist."
"There isn't conclusive evidence to dismiss the Fountain of Youth as mere legend, so it likely exists somewhere."
"We have no proof that dreams aren't a window into another dimension, so they might well be."
"Since scientists have not found evidence of life on other planets, aliens must not exist."
"There's no evidence that a high-fat diet can lead to heart disease, so it must be safe to eat as much fat as you want."
"No one has proven that psychic abilities are real, therefore they are definitely a hoax."
"We have no proof that the Loch Ness monster doesn't exist, so it must be real."
"There's no conclusive evidence that secondhand smoke causes cancer, so it's probably not harmful."
"You can't demonstrate that ghosts are not real, so they must be haunting us."
"As it's impossible to disprove the existence of unicorns, they must have existed at some point."
"Nobody has ever proven definitively that diets don't work, so all diets must be effective."
"There isn't any evidence to suggest that prolonged screen time doesn’t cause vision problems, so it's completely safe for your eyes."
"Since there's no hard proof that climate change is happening, it's probably just a natural fluctuation in world temperatures."
"Since no one has proven that telepathy isn't real, it must exist."
"No one has ever shown that there is no life after death, therefore the afterlife must be real."
"There is no evidence that extraterrestrials haven't visited Earth; thus, aliens have definitely come to our planet."
"The philosopher's stone has never been disproven to exist; therefore, it must enable the transmutation of base metals into gold."
"No one has conclusively demonstrated that ghosts don't exist, which means they are real."
"There's no proof that a higher power didn't influence the outcome of the game, implying divine intervention is a factor in sports."
"No scientist has ever disproved the existence of Atlantis, so the lost city must have existed in the past."
"Because no one can disprove that dreams aren't messages from another dimension, it stands to reason that they are."
"Nobody has proven that luck isn't a force that can be manipulated, so people can definitely control luck."
"Since no conclusive evidence exists against the possibility of perpetual motion machines, they must be feasible."
"Since scientists haven't found life in space, we can assume that Earth is the only planet with living creatures."
"Nobody has shown that telepathy doesn't work, so it must be a real phenomenon."
"We have no evidence that the Loch Ness monster does not exist, thus it must exist."
"There's no proof that ghosts are not real, so they must be haunting us."
"As no conclusive evidence has surfaced to disprove the existence of Bigfoot, we must assume he lives in the forest."
"Since there is no evidence against the claim that vaccines cause autism, it must be true."
"No one can demonstrate that a higher plane of consciousness isn't achievable through meditation, so it must be possible."
"No one has disproven the existence of a secret world government, so it must be controlling our society."
"Because no one has provided evidence that time travel is impossible, we should accept that it can happen."
"There's no evidence that suggests ancient civilizations weren't helped by aliens, so it's likely they were."
"No one has ever conclusively demonstrated that extraterrestrial life doesn't exist, so it must be out there."
"You can't prove that ghosts don't haunt this house, therefore it must be haunted."
"Science has not completely explained the origin of life, so the explanation must be divine."
"You can't prove that telepathy isn't real, so people might really be reading your thoughts."
"No one has proven that a monster doesn't live in this lake, hence there must be one."
"As no one has shown that this old amulet isn't magic, it is likely that it is magic."
"Since you can't prove that a secret society doesn't control the world, it's safe to assume they do."
"You cannot prove the absence of an invisible cat in this room, so it might as well be there."
"No one can demonstrate that dark matter doesn't exist, so we must accept it does."
"Because no one has been able to disprove the effectiveness of this alternative medicine, it's reasonable to believe it works."
"Since scientists have not been able to prove that ghosts do not exist, they must be real."
"Nobody has ever proven that telepathy isn't possible, so it must be a valid form of communication."
"We have no evidence that the Loch Ness Monster is not lurking in the depths, therefore it exists."
"There's no conclusive evidence that Bigfoot isn't roaming the forests, thus Bigfoot is real."
"Since no one can demonstrate conclusively that dreams don't predict the future, we should trust our dreams as prophecies."
"There's no definitive proof against the existence of invisible pink unicorns, so they must be present among us."
"No one has proven that a diet high in superfoods can't cure all diseases, so it's likely they do."
"Because no scientist can disprove that the fountain of youth doesn't exist, it must be hidden somewhere."
"Nobody has been able to prove conclusively that perpetual motion machines can't work, so they must be feasible."
"There's no irrefutable evidence that Atlantis never existed, hence Atlantis must have been an actual place."
"Since scientists haven't proven that aliens don't exist, they must be out there somewhere."
"There's no evidence to disprove that ghosts are haunting my house, so it must be true."
"No one has ever shown that the Loch Ness monster does not exist, thus it probably does."
"Because there is no conclusive proof that Bigfoot isn't roaming the forests, he must be."
"You can't demonstrate that fairies are make-believe, which suggests they're real."
"No one can prove that someone isn't curing cancer with secret herbal remedies, so it's likely happening."
"There's no way to prove definitively that the lost city of Atlantis didn't exist, hence it did."
"Nobody can provide evidence that a perpetual motion machine can't work, so they must be possible."
"As long as it can't be proven that ancient civilizations weren't powered by crystal energy, we can assume they were."
"Because there's no evidence that the world isn't controlled by a secret society, it's reasonable to believe it is."
"No one can prove that there aren't invisible elves doing all the housework at night, so it must be true."
"Nobody has shown definitively that a monster doesn't live in the depths of the ocean, so it's reasonable to believe there is one."
"There's no evidence that dreams aren't a window to an alternate reality, so they very well could be."
"We can't disprove that eating carrots gives you the ability to see in the dark, so it's likely that it does."
"You can't prove that aliens haven't visited Earth disguised as humans, hence it's likely that they have."
"There's no proof that every time you yawn, a ghost doesn't pass through you, so it's probably true."
"It's impossible to disprove that good luck charms don’t work, so they must definitely work."
"No one has disproven the idea that the world is controlled by a secret society, thus it's plausible."
"There isn't evidence to refute that the Internet is a sentient being, so it could be the case."
"The absence of proof that the more you read books, the longer you live implies it might be correct."
"No one has ever proven that extraterrestrial life does not exist, so aliens must be real."
"There's no evidence that the Loch Ness Monster doesn't exist, so it must be swimming in the lake."
"You can't show that telekinesis is impossible, therefore it must be a real phenomenon."
"There's no conclusive evidence disproving the existence of Bigfoot, which means Bigfoot probably exists."
"Since you cannot prove that ghosts are not real, they must be haunting us."
"Because scientists have not completely disproven time travel, it must be possible."
"Nobody has proven that the fountain of youth doesn't exist, so it must be out there somewhere."
"You can't demonstrate that people can't have premonitions, so they must be able to see the future."
"There's no proof that someone hasn't already invented a perpetual motion machine, so one must exist."
"As no one has conclusively shown that a person can't live forever, it must be achievable."
"Since scientists have not found a cure for the common cold, it's obvious that it cannot be cured."
"No one has ever been able to prove that extraterrestrial life doesn't exist, so it must be real."
"There is no evidence that ghosts are not real, therefore they must exist."
"You cannot prove that telepathy is impossible, so it's reasonable to believe it's possible."
"Nobody has ever proven that the Loch Ness Monster doesn't exist, so it must be out there."
"You can't demonstrate that there isn't a city of gold in the Amazon, hence it's likely that there is."
"There's no conclusive evidence to disprove the theory that the pyramids were built by aliens, so it must be true."
"Because no one can prove that the fountain of youth doesn't exist, we should believe it does."
"Since you can't prove that dreams aren't windows to another dimension, they might as well be."
"Since there's no proof that time travel is not possible, it stands to reason that it is."
"Since scientists cannot prove that ghosts do not exist, they must be real."
"No one has shown that telepathy is impossible, so it is a valid form of communication."
"There is no evidence that a deity doesn't watch over us, therefore one must exist."
"You can't demonstrate that there aren't invisible unicorns, so they must be present."
"There is no proof that extraterrestrial life hasn't visited Earth, so aliens have definitely been here."
"You can't prove that the Loch Ness monster isn't real, therefore it exists."
"No one has proven that afterlife doesn't exist, so it must be real."
"We have no evidence disproving the existence of a secret world government, so it must be controlling us."
"As there is no conclusive evidence against the healing power of crystals, they must work."
"You cannot prove that there aren't ancient undiscovered texts that hold world-changing knowledge, so they must be out there."
"Since scientists have never found evidence of life on Mars, this means there is no life there."
"No one has ever been able to prove that time travel is impossible, so it must be possible."
"There's no evidence that ghosts don't exist, therefore they must exist."
"We haven't found a cure for the common cold yet, so it's likely that we will never find one."
"You can't prove that telekinesis isn't real, so we must accept that people might have these powers."
"There is no conclusive evidence disproving the existence of Bigfoot, so Bigfoot is real."
"Nobody has proven that the Loch Ness monster doesn't exist, hence it exists."
"You can't prove that aliens haven't visited Earth, which means they probably have."
"No one has provided proof that astrology doesn't work, so we should trust our horoscopes."
